"Object","Object","ID","Country","Categoria","Settore","DescrEn","Prodotto","Confezione","Prezzo","Photo","Esclusivo","Obsoleto","IDDestinatario","COGE","Note","QuantDef"
28535,11587,"AU0157","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo verde","Raccoglitore Elica d8 protocollo verde",1,"1.50","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
28536,11588,"AU0158","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo nero","Raccoglitore Elica d8 protocollo nero",1,"1.52","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
28537,11589,"AU0159","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 protocollo giallo","Raccoglitore Elica d8 protocollo giallo",1,"1.52","Raccoglitore-Elica-d8-protocollo.jpg",VERO,FALSO,"SMR","N010",,
28538,11590,"AU0160","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale blu","Raccoglitore Elica d8 commerciale blu",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
28539,11591,"AU0161","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale rosso","Raccoglitore Elica d8 commerciale rosso",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
28540,11592,"AU0162","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale verde","Raccoglitore Elica d8 commerciale verde",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
28541,11593,"AU0163","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale nero","Raccoglitore Elica d8 commerciale nero",1,"1.52","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
28542,11594,"AU0164","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Elica d8 commerciale giallo","Raccoglitore Elica d8 commerciale giallo",1,"1.50","Raccoglitore-elica-comm.jpg",VERO,FALSO,"SMR","N010",,
28543,11595,"AU0165","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Eurofile G54 blu","Raccoglitore Eurofile G54 blu",8,"36.58","Raccoglitore-Eurofile-G55-blu.jpg",VERO,FALSO,"SMR","N010",,
28544,11596,"AU0166","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Eurofile G55 blu","Raccoglitore Eurofile G55 blu",6,"27.43","Raccoglitore-Eurofile-G55-blu.jpg",VERO,FALSO,"SMR","N010",,
28545,11597,"AU0167","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Delso line G15 protocollo","Raccoglitore Delso line G15 protocollo",6,"19.08","Raccoglitore-Delso-line-G15-protocollo.jpg",VERO,FALSO,"SMR","N010",,
28546,11598,"AU0168","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.blu dorso 8","Registratore Oxford G85 protocollo.blu dorso 8 cf.12",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28547,11599,"AU0169","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.verde dorso 8","Registratore Oxford G85 protocollo.verde dorso 8 cf.12",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28548,11600,"AU0170","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G85 protocollo.rosso dorso 8","Registratore Oxford G85 protocollo.rosso dorso 8 cf.12",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28549,11601,"AU0171","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G83 comm. blu dorso 8","Registratore Oxford G83 comm. blu dorso 8",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28550,11602,"AU0172","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G83 comm. verde dorso 8","Registratore Oxford G83 comm. verde dorso 8",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28551,11603,"AU0173","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G83 comm. rosso dorso 8","Registratore Oxford G83 comm. rosso dorso 8",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28552,11604,"AU0174","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G84 protocollo blu dorso 5","Registratore Oxford G84 protocollo blu dorso 5",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28553,11605,"AU0175","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G84 protocollo rosso dorso 5","Registratore Oxford G84 protocollo rosso dorso 5",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28554,11606,"AU0176","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G84 protocollo verde dorso 5","Registratore Oxford G84 protocollo verde dorso 5",1,"1.73","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28555,11607,"AU0177","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum blu","Registratore Oxford G81 Memorandum blu",1,"1.64","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28556,11608,"AU0178","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum rosso","Registratore Oxford G81 Memorandum rosso",1,"1.64","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28557,11609,"AU0179","Italy","Archivio, organizzazione","Raccoglitori","Registratore Oxford G81 Memorandum verde","Registratore Oxford G81 Memorandum verde",1,"1.64","Registratore-Oxford-_tutti.jpg",VERO,FALSO,"SMR","N010",,
28558,11610,"AU0180","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Vic protocollo dorso 8","Raccoglitore Vic protocollo dorso 8",1,"1.55","Raccoglitore-Vic-commerciale-dorso-8.jpg",VERO,FALSO,"SMR","N010",,
28559,11611,"AU0181","Italy","Archivio, organizzazione","Raccoglitori","Raccoglitore Vic commerciale dorso 8","Raccoglitore Vic commerciale dorso 8",1,"1.55","Raccoglitore-Vic-commerciale-dorso-8.jpg",VERO,FALSO,"SMR","N010",,
28560,11612,"AU0182","Italy","Archivio, organizzazione","Registri, rubriche","Libro firma","Libro firma",1,"7.88","Libro-firma.jpg",VERO,FALSO,"SMR","N010",,
28561,11613,"AU0183","Italy","Archivio, organizzazione","Registri, rubriche","Rubrica telefonica 15 x21","Rubrica telefonica 15 x21",1,"8.82","Rubrica-telefonica-15-x21.jpg",VERO,FALSO,"SMR","N010",,
28562,11614,"AU0184","Italy","Archivio, organizzazione","Registri, rubriche","Scheda carburante","Scheda carburante",50,"1.84","Scheda-carburante.jpg",VERO,FALSO,"SMR","N010",,
28563,11615,"AU0185","Italy","Archivio, organizzazione","Registri, rubriche","Scheda carburante","Scheda carburante",12,"0.96","Scheda-carburante.jpg",VERO,FALSO,"SMR","N010",,
28564,11616,"AU0186","Italy","Archivio, organizzazione","Registri, rubriche","Portabiglietti da visita a buste fisse","Portabiglietti da visita a buste fisse",1,"3.32","Portabiglietti-da-visita-a-buste-fisse.jpg",VERO,FALSO,"SMR","N010",,
28565,11617,"AU0187","Italy","Archivio, organizzazione","Registri, rubriche","Portabiglietti da visita blu a 4 anelli","Portabiglietti da visita blu a 4 anelli",1,"7.48","Portabiglietti-da-visita-alfabetico.jpg",VERO,FALSO,"SMR","N010",,
28566,11618,"AU0188","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 quadri 48 fogli","Registro Blasetti A4 quadri 48 fogli",1,"2.99","Registro-Blasetti-A4-quadri.jpg",VERO,FALSO,"SMR","N010",,
28567,11619,"AU0189","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 quadri 72 fogli","Registro Blasetti A4 quadri 72 fogli",1,"3.97","Registro-Blasetti-A4-quadri.jpg",VERO,FALSO,"SMR","N010",,
28568,11620,"AU0190","Italy","Archivio, organizzazione","Registri, rubriche","Buono di consegna EDIPRO E5196C","Buono di consegna EDIPRO E5196C",1,"1.34","Buono-di-consegna-EDIPRO-E5196C.jpg",VERO,FALSO,"SMR","N010",,
28569,11621,"AU0191","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 righe 48 fogli","Registro Blasetti A4 righe 48 fogli",1,"2.99","Registro-Blasetti-A4-righe.jpg",VERO,FALSO,"SMR","N010",,
28570,11622,"AU0192","Italy","Archivio, organizzazione","Registri, rubriche","Registro Blasetti A4 righe 72 fogli","Registro Blasetti A4 righe 72 fogli",1,"2.99","Registro-Blasetti-A4-righe.jpg",VERO,FALSO,"SMR","N010",,
28571,11623,"AU0193","Italy","Archivio, organizzazione","Registri, rubriche","Portabiglietti da visita alfabetico","Portabiglietti da visita alfabetico",1,"9.07","Portabiglietti-da-visita-alfabetico.jpg",VERO,FALSO,"SMR","N010",,
28572,11624,"AU0194","Italy","Archivio, organizzazione","Registri, rubriche","Registro di carico e scarico rifiuti","Registro di carico e scarico rifiuti",1,"3.39","Registro-di-carico-e-scarico-rifiuti.jpg",VERO,FALSO,"SMR","N010",,
28573,11625,"AU0195","Italy","Archivio, organizzazione","Scatole archivio","Scatola per archivio Storage 23X33","Scatola per archivio Storage 23X33",1,"20.16","Scatola-archivio-storage.jpg",VERO,FALSO,"SMR","N010",,
28574,11626,"AU0196","Italy","Archivio, organizzazione","Scatole archivio","Scatola per archivio Storage 26x37","Scatole elica 25x35",1,"0.85","Contenitore-per-4-scatole-Elica.jpg",VERO,VERO,"SMR","N010",,
28575,11627,"AU0197","Italy","Archivio, organizzazione","Scatole archivio","Scatola archivio storage 26x37","Scatola archivio storage 26x37",32,"27.20","Scatola-archivio-storage.jpg",VERO,FALSO,"SMR","N010",,
28576,11628,"AU0198","Italy","Archivio, organizzazione","Scatole archivio","Contenitore per 4 scatole Elica","Contenitore per 4 scatole Elica",12,"51.93","Contenitore-per-4-scatole-Elica.jpg",VERO,FALSO,"SMR","N010",,
28577,11629,"AU0199","Italy","Archivio, organizzazione","Separatori, divisori","Copert. C.E carton.goffr. A4 250gr./mq bian sc.100","Copert. C.E carton.goffr. A4 250gr./mq bian sc.100",1,"12.58","Cartoncino-per-rilegatura.jpg",VERO,VERO,"SMR","N010",,
28578,11630,"AU0200","Italy","Archivio, organizzazione","Separatori, divisori","Copertina Polytranspar opaco PVC20/100","Copertina Polytranspar opaco PVC20/100",100,"12.11","Copertina-A4-trasparente.jpg",VERO,VERO,"SMR","N010",,
28579,11631,"AU0201","Italy","Archivio, organizzazione","Separatori, divisori","Copertina trasparente 25/100 C.Express A4","Copertina trasparente 25/100 C.Express A4",100,"12.50","Copertina-A4-trasparente.jpg",VERO,VERO,"SMR","N010",,
28580,11632,"AU0202","Italy","Archivio, organizzazione","Separatori, divisori","Copertina trasparente 15/100 C.Express A4","Copertina trasparente 15/100 C.Express A4",100,"7.76","Copertina-A4-trasparente.jpg",VERO,VERO,"SMR","N010",,
28581,11633,"AU0203","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm6mm 25fg.BLU","Dorsi plastici tondi C.E.dm6mm 25fg.BLU sc100",100,"4.79","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
28582,11634,"AU0204","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm8mm 45fg.BLU","Dorsi plastici tondi C.E.dm8mm 45fg.BLU sc100",100,"5.50","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
28583,11635,"AU0205","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E. dm10mm.70fg.BLU","Dorsi plastici tondi C.E. dm10mm.70fg.BLUsc100",100,"6.32","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
28584,11636,"AU0206","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm12mm.100fg.BLU","Dorsi plastici tondi C.E.dm12mm.100fg.BLU sc100",100,"8.71","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
28585,11637,"AU0207","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm14mm.125fg.BLU","Dorsi plastici tondi C.E.dm14mm.125fg.BLUsc100",100,"9.95","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
28586,11638,"AU0208","Italy","Archivio, organizzazione","Separatori, divisori","Dorsi plastici tondi C.E.dm16mm.145fg.BLU","Dorsi plastici tondi C.E.dm16mm.145fg.BLU  sc100",100,"10.25","Spirale-in-plastica-ad-anelli.jpg",VERO,VERO,"SMR","N010",,
28587,11639,"AU0209","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 bianco","Divisorio 13x23 bianco",,"2.84","Divisorio-13x23-bianco.jpg",VERO,VERO,"SMR","N010",,
28588,11640,"AU0210","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 bianco","Divisorio 13x23 bianco",1000,"17.00","Divisorio-13x23-bianco.jpg",VERO,FALSO,"SMR","N010",,
28589,11641,"AU0211","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 rosa","Divisorio 13x23 rosa",,"3.50","Divisorio-13x23-rosa.jpg",VERO,VERO,"SMR","N010",,
28590,11642,"AU0212","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 13x23 rosa","Divisorio 13x23 rosa",1000,"21.00","Divisorio-13x23-rosa.jpg",VERO,FALSO,"SMR","N010",,
28591,11643,"AU0213","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori giallo","Divisorio in cartoncino 4 fori giallo",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28592,11644,"AU0214","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori azzurro","Divisorio in cartoncino 4 fori azzurro",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28593,11645,"AU0215","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori verde","Divisorio in cartoncino 4 fori verde",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28594,11646,"AU0216","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori rosso","Divisorio in cartoncino 4 fori rosso",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28595,11647,"AU0217","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori arancio","Divisorio in cartoncino 4 fori arancio",100,"49.88","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28596,11648,"AU0218","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori camoscio","Divisorio in cartoncino 4 fori camoscio",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28597,11649,"AU0219","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 4 fori grigio","Divisorio in cartoncino 4 fori grigio",100,"3.59","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28598,11650,"AU0220","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori giallo","Divisorio in cartoncino 2 fori giallo",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28599,11651,"AU0221","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori azzurro","Divisorio in cartoncino 2 fori azzurro",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28600,11652,"AU0222","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori verde","Divisorio in cartoncino 2 fori verde",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28601,11653,"AU0223","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori rosso","Divisorio in cartoncino 2 fori rosso",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28602,11654,"AU0224","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori arancio","Divisorio in cartoncino 2 fori arancio",100,"2.60","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28603,11655,"AU0225","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori camoscio","Divisorio in cartoncino 2 fori camoscio",100,"2.70","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28604,11656,"AU0226","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio in cartoncino 2 fori grigio","Divisorio in cartoncino 2 fori grigio",100,"2.70","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28605,11657,"AU0227","Italy","Archivio, organizzazione","Separatori, divisori","Fastener in metallo","Fastener in metallo",50,"5.21","Fastener-in-metallo.jpg",VERO,FALSO,"SMR","N010",,
28606,11658,"AU0228","Italy","Archivio, organizzazione","Separatori, divisori","Separatore alfabetico A-Z A4","Separatore alfabetico A-Z A4",1,"0.75","Separatore-alfabetico-A-Z-A4.jpg",VERO,FALSO,"SMR","N010",,
28607,11659,"AU0229","Italy","Archivio, organizzazione","Separatori, divisori","Separatore esselte A4 tasti scrivibili","Separatore esselte A4 tasti scrivibili",1,"0.72","Separatore-esselte-A4-tasti-scrivibili.jpg",VERO,FALSO,"SMR","N010",,
28608,11660,"AU0230","Italy","Archivio, organizzazione","Separatori, divisori","Salvabuchi","Salvabuchi",500,"1.93","Salvabuchi.jpg",VERO,FALSO,"SMR","N010",,
28609,11661,"AU0231","Italy","Archivio, organizzazione","Separatori, divisori","Divisorio 2 fori 14x25 blu","Divisorio 2 fori 14x25 blu",200,"6.75","Divisorio-in-cartoncino-2-fori.jpg",VERO,FALSO,"SMR","N010",,
28610,11662,"AU0232","Italy","Archivio, organizzazione","Separatori, divisori","Separatore numerico A4 31 tasti","Separatore numerico A4 31 tasti",1,"1.57","Separatore-numerico-A4-31-tasti.jpg",VERO,FALSO,"SMR","N010",,
28611,11663,"AU0233","Italy","Archivio, organizzazione","Separatori, divisori","Cavalierini autoadesivi in colori assortiti","Cavalierini autoadesivi in colori assortiti",48,"3.55","Cavalierini-autoadesivi-in-colori-assortiti.jpg",VERO,FALSO,"SMR","N010",,
28612,11664,"AU0234","Italy","Archivio, organizzazione","Separatori, divisori","Dorso 3L File Strips","Dorso 3L File Strips",100,"23.69","Dorso-3L-File-Strips.jpg",VERO,FALSO,"SMR","N010",,
